"id","provinsi","kabupaten","kecamatan","id_kabupaten"
"4500",SULAWESI UTARA,MINAHASA,TONDANO SELATAN,"358"
"4501",RIAU,INDRAGIRI HILIR,KUALA INDRAGIRI,"49"
"4502",BANTEN,TANGERANG,TIGARAKSA,"344"
"4503",JAMBI,TEBO,SUMAY,"247"
"4504",SUMATERA SELATAN,LAHAT,PULAU PINANG,"297"
"4505",PAPUA,BOVEN DIGOEL,WAROPKO,"422"
"4506",JAWA TIMUR,SIDOARJO,CANDI,"357"
"4507",BENGKULU,LEBONG,LEBONG UTARA,"271"
"4508",SUMATERA UTARA,MANDAILING NATAL,RANTO BAEK,"210"
"4509",JAWA BARAT,BEKASI,BEKASI UTARA,"452"
"4510",NUSA TENGGARA TIMUR,FLORES TIMUR,ILE MANDIRI,"138"
"4511",BENGKULU,BENGKULU SELATAN,KEDURANG ILIR,"178"
"4512",JAWA TIMUR,BANGKALAN,BANGKALAN,"265"
"4513",JAWA TENGAH,PEKALONGAN,WONOPRINGGO,"309"
"4514",JAWA BARAT,CIANJUR,PAGELARAN,"188"
"4516",GORONTALO,GORONTALO,TOLANGOHULA,"53"
"4517",DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,WATES,"365"
"4518",JAWA TENGAH,KENDAL,KALIWUNGU SELATAN,"27"
"4519",KALIMANTAN BARAT,MELAWI,SOKAN,"403"
"4520",ACEH,PIDIE JAYA,BANDAR DUA,"158"
"4521",JAWA BARAT,CIAMIS,SUKADANA,"440"
"4522",PAPUA,TOLIKARA,GILUBANDU,"141"
"4523",SULAWESI TENGGARA,KONAWE KEPULAUAN,WAWONII BARAT,"228"
"4524",KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR,"348"
"4525",PAPUA,TOLIKARA,GOYAGE,"141"
"4526",SUMATERA UTARA,PAKPAK BHARAT,TINADA,"72"
"4527",SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,MOTONGKAD,"98"
"4528",KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,PARENGGEAN,"34"
"4529",PAPUA BARAT,SORONG,SALAWATI SELATAN,"55"
"4530",JAWA BARAT,PURWAKARTA,MANIIS,"60"
"4531",SUMATERA UTARA,NIAS SELATAN,OOU,"77"
"4532",SULAWESI UTARA,MINAHASA UTARA,LIKUPANG SELATAN,"462"
"4533",SUMATERA UTARA,TAPANULI TENGAH,BADIRI,"84"
"4534",JAWA TIMUR,PAMEKASAN,LARANGAN,"25"
"4535",SULAWESI SELATAN,JENEPONTO,KELARA,"393"
"4536",JAWA TENGAH,PURBALINGGA,BOBOTSARI,"47"
"4537",BENGKULU,KAUR,KAUR TENGAH,"436"
"4538",BANTEN,PANDEGLANG,PICUNG,"154"
"4539",ACEH,ACEH BARAT,JOHAN PAHLAWAN,"482"
"4541",MALUKU UTARA,TIDORE KEPULAUAN,OBA,"129"
"4542",JAWA TIMUR,TULUNGAGUNG,NGANTRU,"44"
"4543",SUMATERA UTARA,SIMALUNGUN,PANOMBEAN PANEI,"258"
"4544",KALIMANTAN SELATAN,KOTA BARU,PULAU LAUT BARAT,"373"
"4545",KEPULAUAN BANGKA BELITUNG,BANGKA,PUDING BESAR,"404"
"4546",JAMBI,SUNGAI PENUH,PESISIR BUKIT,"354"
"4547",KALIMANTAN TIMUR,PASER,LONG IKIS,"249"
"4548",LAMPUNG,MESUJI,MESUJI,"464"
"4549",SULAWESI SELATAN,BONE,PALAKKA,"248"
"4550",JAWA TIMUR,BANGKALAN,AROSBAYA,"265"
"4551",BENGKULU,MUKOMUKO,IPUH,"135"
"4552",JAWA TIMUR,BOJONEGORO,BUBULAN,"223"
"4553",JAWA TIMUR,PASURUAN,LEKOK,"183"
"4554",SUMATERA UTARA,PADANG LAWAS,HURISTAK,"349"
"4555",NUSA TENGGARA TIMUR,MANGGARAI,RAHONG UTARA,"443"
"4556",BALI,GIANYAR,BLAHBATUH,"218"
"4557",PAPUA,TOLIKARA,WARI / TAIYEVE,"141"
"4558",ACEH,BIREUEN,PEUSANGAN SELATAN,"194"
"4559",SULAWESI TENGAH,DONGGALA,BANAWA,"372"
"4560",SUMATERA BARAT,PESISIR SELATAN,SILAUT,"375"
"4561",PAPUA,LANNY JAYA,KUYAWAGE,"176"
"4562",JAWA TENGAH,KARANGANYAR,MOJOGEDANG,"268"
"4563",SUMATERA UTARA,NIAS,IDANO GAWO,"479"
"4564",JAWA TIMUR,BOJONEGORO,DANDER,"223"
"4565",SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,BUAY PEMUKA BANGSA RAJA,"339"
"4566",PAPUA,SARMI,BONGGO TIMUR,"217"
"4567",NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,INSANA FAFINESU,"96"
"4568",JAWA BARAT,KUNINGAN,KARANGKANCANA,"14"
"4569",PAPUA,LANNY JAYA,GAMELIA,"176"
"4570",MALUKU,MALUKU TENGGARA,KEI BESAR,"157"
"4571",JAWA TENGAH,BANYUMAS,SUMPIUH,"341"
"4572",ACEH,BENER MERIAH,WIH PESAM,"366"
"4574",GORONTALO,GORONTALO,LIMBOTO BARAT,"53"
"4575",JAWA TENGAH,TEMANGGUNG,JUMO,"398"
"4576",PAPUA,MERAUKE,ELIGOBEL,"274"
"4577",NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,MOLLO TENGAH,"119"
"4578",SUMATERA BARAT,PASAMAN,MAPAT TUNGGUL SELATAN,"438"
"4579",SULAWESI SELATAN,GOWA,TOMPOBULU,"48"
"4580",JAWA TENGAH,SEMARANG,TUGU,"201"
"4581",MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT,"97"
"4582",KALIMANTAN TIMUR,PASER,MUARA SAMU,"249"
"4583",PAPUA BARAT,MANOKWARI SELATAN,MOMI WAREN,"197"
"4584",SULAWESI TENGGARA,KONAWE SELATAN,ANDOOLO BARAT,"28"
"4585",NUSA TENGGARA BARAT,LOMBOK TIMUR,SUKAMULIA,"193"
"4586",DAERAH ISTIMEWA YOGYAKARTA,BANTUL,PLERET,"192"
"4587",SULAWESI TENGGARA,KOLAKA,KOLAKA,"208"
"4588",JAWA TENGAH,SEMARANG,CANDISARI,"201"
"4589",KALIMANTAN BARAT,SANGGAU,BONTI,"103"
"4590",JAWA BARAT,BANDUNG,MANDALAJATI,"224"
"4591",KALIMANTAN BARAT,BENGKAYANG,LUMAR,"353"
"4592",JAWA TIMUR,TRENGGALEK,SURUH,"160"
"4593",JAWA BARAT,GARUT,WANARAJA,"175"
"4594",ACEH,SABANG,SUKAKARYA,"289"
"4595",RIAU,PEKANBARU,PAYUNG SEKAKI,"152"
"4596",NUSA TENGGARA BARAT,DOMPU,PEKAT,"445"
"4597",SUMATERA SELATAN,OGAN ILIR,INDRALAYA,"32"
"4598",KEPULAUAN RIAU,NATUNA,BUNGURAN TIMUR,"400"
"4599",RIAU,KAMPAR,KAMPA,"311"
"4600",BENGKULU,KAUR,MUARA SAHUNG,"436"
"4601",PAPUA,MAMBERAMO TENGAH,KELILA,"95"
"4602",NUSA TENGGARA BARAT,DOMPU,KILO,"445"
"4603",KALIMANTAN BARAT,KETAPANG,SINGKUP,"259"
"4604",SULAWESI UTARA,KOTAMOBAGU,KOTAMOBAGU SELATAN,"474"
"4605",MALUKU,KEPULAUAN ARU,PULAU-PULAU ARU,"204"
"4606",ACEH,BANDA ACEH,SYIAH KUALA,"469"
"4607",PAPUA,PEGUNUNGAN BINTANG,SERAMBAKON,"304"
"4608",SULAWESI SELATAN,SINJAI,SINJAI UTARA,"10"
"4609",JAWA BARAT,BOGOR,CILEUNGSI,"69"
"4610",JAWA TENGAH,GROBOGAN,TOROH,"368"
"4611",KALIMANTAN SELATAN,BANJAR,ALUH - ALUH,"425"
"4612",JAWA TENGAH,KENDAL,NGAMPEL,"27"
"4613",JAWA TIMUR,SUMENEP,PRAGAAN,"244"
"4614",JAWA TIMUR,MOJOKERTO,JETIS,"434"
"4615",NUSA TENGGARA BARAT,LOMBOK UTARA,GANGGA,"21"
"4616",SUMATERA UTARA,DAIRI,SIEMPAT NEMPU HULU,"371"
"4617",JAWA TIMUR,PROBOLINGGO,PAITON,"466"
"4618",SULAWESI UTARA,MINAHASA UTARA,DIMEMBE,"462"
"4619",SUMATERA UTARA,ASAHAN,AIR BATU,"409"
"4620",KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,LEPAR PONGOK,"214"
"4621",JAMBI,BUNGO,RANTAU PANDAN,"86"
"4622",PAPUA,YAHUKIMO,NINIA,"397"
"4623",PAPUA,BOVEN DIGOEL,FIRIWAGE,"422"
"4624",RIAU,ROKAN HILIR,TANAH PUTIH TANJUNG MELAWAN,"291"
"4625",JAWA TENGAH,KEBUMEN,KLIRONG,"264"
"4626",SULAWESI SELATAN,LUWU UTARA,LIMBONG,"213"
"4627",NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,KOT'OLIN,"119"
"4628",JAWA TIMUR,BLITAR,WONOTIRTO,"234"
"4629",JAWA TIMUR,LUMAJANG,TEKUNG,"391"
"4630",SULAWESI TENGGARA,KOLAKA TIMUR,DANGIA,"110"
"4631",JAWA TENGAH,MAGELANG,MAGELANG TENGAH,"318"
"4632",JAWA BARAT,TASIKMALAYA,TARAJU,"395"
"4633",PAPUA,BOVEN DIGOEL,NINATI,"422"
"4634",JAWA BARAT,BEKASI,CIKARANG PUSAT,"452"
"4635",GORONTALO,GORONTALO,TELAGA JAYA,"53"
"4636",JAWA TENGAH,PEMALANG,COMAL,"177"
"4637",JAMBI,TANJUNG JABUNG TIMUR,MENDAHARA,"379"
"4638",SULAWESI TENGGARA,BOMBANA,MATA OLEO,"92"
"4639",MALUKU,MALUKU TENGAH,SERAM UTARA TIMUR SETI,"16"
"4640",JAWA TIMUR,PROBOLINGGO,TIRIS,"466"
"4641",KALIMANTAN TENGAH,PALANGKA RAYA,JEKAN RAYA,"252"
"4642",SUMATERA SELATAN,PALEMBANG,ILIR TIMUR II,"320"
"4643",MALUKU,MALUKU BARAT DAYA,BABAR TIMUR,"426"
"4644",JAWA TENGAH,SEMARANG,GAYAMSARI,"201"
"4645",JAWA TIMUR,PROBOLINGGO,KOTAANYAR,"466"
"4646",GORONTALO,BOALEMO,PAGUYAMAN PANTAI,"472"
"4647",ACEH,BANDA ACEH,KUTA RAJA,"469"
"4648",JAWA TENGAH,BANYUMAS,BATURRADEN,"341"
"4650",JAWA BARAT,BOGOR,JONGGOL,"69"
"4651",PAPUA BARAT,SORONG SELATAN,FOKOUR,"242"
"4652",JAWA TIMUR,LAMONGAN,KEDUNGPRING,"94"
"4653",JAWA BARAT,KARAWANG,MAJALAYA,"236"
"4654",LAMPUNG,LAMPUNG TENGAH,PUNGGUR,"13"
"4655",SUMATERA UTARA,NIAS UTARA,SITOLU ORI,"148"
"4656",NUSA TENGGARA TIMUR,NAGEKEO,MAUPONGGO,"118"
"4657",JAWA TIMUR,KEDIRI,PURWOASRI,"376"
"4658",JAWA BARAT,BEKASI,SETU,"452"
"4659",DAERAH ISTIMEWA YOGYAKARTA,GUNUNG KIDUL,KARANGMOJO,"307"
"4660",SULAWESI SELATAN,BANTAENG,TOMPOBULU,"442"
"4661",KALIMANTAN SELATAN,BANJAR BARU,CEMPAKA,"9"
"4662",KALIMANTAN BARAT,SINTANG,KAYAN HILIR,"7"
"4663",KALIMANTAN TIMUR,KUTAI TIMUR,RANTAU PULUNG,"280"
"4664",MALUKU UTARA,HALMAHERA SELATAN,KAYOA SELATAN,"97"
"4665",JAWA BARAT,BOGOR,SUKARAJA,"69"
"4666",SUMATERA UTARA,NIAS UTARA,LAHEWA,"148"
"4667",SULAWESI SELATAN,PINRANG,LEMBANG,"322"
"4668",SUMATERA UTARA,TAPANULI SELATAN,SIPIROK,"166"
"4669",ACEH,ACEH SELATAN,MEUKEK,"149"
"4670",BENGKULU,REJANG LEBONG,SELUPU REJANG,"191"
"4671",SULAWESI UTARA,BITUNG,LEMBEH UTARA,"424"
"4672",MALUKU UTARA,KEPULAUAN SULA,SANANA UTARA,"287"
"4673",PAPUA,PEGUNUNGAN BINTANG,AWINBON,"304"
"4674",JAWA TIMUR,MAGETAN,NGARIBOYO,"230"
"4675",JAWA TIMUR,BOJONEGORO,SUKOSEWU,"223"
"4676",JAWA BARAT,KARAWANG,KARAWANG BARAT,"236"
"4677",SUMATERA BARAT,DHARMASRAYA,ASAM JUJUHAN,"313"
"4678",SULAWESI UTARA,KEPULAUAN TALAUD,BEO UTARA,"162"
"4679",ACEH,BIREUEN,SAMALANGA,"194"
"4680",SULAWESI SELATAN,SINJAI,TELLU LIMPOE,"10"
"4681",SULAWESI TENGGARA,KOLAKA UTARA,TOLALA,"65"
"4682",SUMATERA UTARA,LABUHAN BATU,RANTAU UTARA,"303"
"4683",RIAU,INDRAGIRI HULU,LIRIK,"5"
"4684",LAMPUNG,BANDAR LAMPUNG,KEDAMAIAN,"336"
"4685",JAWA BARAT,CIANJUR,WARUNGKONDANG,"188"
"4686",JAWA TIMUR,MOJOKERTO,TRAWAS,"434"
"4687",JAWA TIMUR,LAMONGAN,KEMBANGBAHU,"94"
"4688",SULAWESI TENGAH,TOJO UNA-UNA,TOJO,"171"
"4689",LAMPUNG,LAMPUNG UTARA,SUNGKAI  BARAT,"240"
"4690",JAWA TIMUR,LUMAJANG,SENDURO,"391"
"4691",SUMATERA UTARA,TAPANULI UTARA,TARUTUNG,"243"
"4692",LAMPUNG,LAMPUNG TIMUR,PULAU,"144"
"4693",JAWA TENGAH,PATI,MARGOREJO,"87"
"4694",GORONTALO,BOALEMO,MANANGGU,"472"
"4695",JAWA TIMUR,SIDOARJO,JABON,"357"
"4696",JAWA TIMUR,NGAWI,KARANGANYAR,"315"
"4697",SULAWESI SELATAN,SOPPENG,MARIO RIAWA,"83"
"4698",NUSA TENGGARA TIMUR,MANGGARAI TIMUR,POCO RANAKA,"290"
"4699",KALIMANTAN BARAT,BENGKAYANG,SUTI SEMARANG,"353"
"4700",JAWA TENGAH,REMBANG,SUMBER,"325"
"4701",JAWA BARAT,BEKASI,TAMBUN UTARA,"452"
"4702",JAWA TIMUR,PROBOLINGGO,MAYANGAN,"466"
"4703",PAPUA,MAPPI,OBAA,"151"
"4704",MALUKU,BURU,BATA BUAL,"382"
"4705",LAMPUNG,LAMPUNG UTARA,ABUNG SELATAN,"240"
"4706",SULAWESI TENGGARA,BUTON UTARA,KULISUSU UTARA,"350"
"4707",SUMATERA UTARA,SIBOLGA,SIBOLGA KOTA,"340"
"4708",LAMPUNG,TULANGBAWANG,RAWA PITU,"79"
"4709",MALUKU,MALUKU TENGGARA BARAT,SELARU,"155"
"4710",JAWA TIMUR,PROBOLINGGO,KREJENGAN,"466"
"4711",JAMBI,JAMBI,TELANAIPURA,"275"
"4712",SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,WARKUK RANAU SELATAN,"470"
"4713",JAWA TENGAH,SRAGEN,KARANGMALANG,"62"
"4714",ACEH,ACEH TENGAH,BIES,"15"
"4715",JAWA BARAT,SUMEDANG,GANEAS,"456"
"4716",SUMATERA UTARA,DELI SERDANG,LABUHAN DELI,"38"
"4717",JAWA TIMUR,MADIUN,TAMAN,"284"
"4718",BENGKULU,SELUMA,SEMIDANG ALAS MARAS,"63"
"4719",NUSA TENGGARA TIMUR,KUPANG,AMARASI BARAT,"468"
"4720",SULAWESI BARAT,POLEWALI MANDAR,TUBBI TARAMANU,"408"
"4721",JAWA BARAT,SUKABUMI,NAGRAK,"324"
"4722",PAPUA BARAT,SORONG,KLABOT,"55"
"4723",KALIMANTAN TIMUR,PASER,TANAH GROGOT,"249"
"4724",KALIMANTAN SELATAN,KOTA BARU,PULAU LAUT SELATAN,"373"
"4725",JAWA BARAT,SUMEDANG,WADO,"456"
"4726",LAMPUNG,LAMPUNG TENGAH,WAY PENGUBUAN,"13"
"4727",DAERAH ISTIMEWA YOGYAKARTA,BANTUL,DLINGO,"192"
"4728",SULAWESI TENGGARA,MUNA BARAT,BARANGKA,"402"
"4729",SULAWESI SELATAN,TORAJA UTARA,SOPAI,"286"
"4730",KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PAYUNG,"214"
"4731",PAPUA,JAYAWIJAYA,YALENGGA,"181"
"4732",SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,BELITANG MADANG RAYA,"339"
"4733",PAPUA BARAT,SORONG SELATAN,KOKODA,"242"
"4734",SUMATERA UTARA,ASAHAN,KISARAN BARAT,"409"
"4735",JAWA TIMUR,TULUNGAGUNG,TULUNGAGUNG,"44"
"4736",ACEH,BANDA ACEH,LUENG BATA,"469"
"4737",KALIMANTAN BARAT,KETAPANG,SUNGAI LAUR,"259"
"4738",BANTEN,LEBAK,KALANGANYAR,"338"
"4739",KALIMANTAN BARAT,LANDAK,JELIMPO,"75"
"4740",PAPUA,JAYAPURA,SENTANI BARAT,"115"
"4741",JAWA BARAT,SUBANG,COMPRENG,"457"
"4742",SUMATERA SELATAN,OGAN KOMERING ULU,MUARA JAYA,"272"
"4743",JAWA TIMUR,GRESIK,GRESIK,"383"
"4744",JAWA TIMUR,KEDIRI,PAPAR,"376"
"4745",JAWA TENGAH,BANYUMAS,GUMELAR,"341"
"4746",KALIMANTAN TENGAH,LAMANDAU,SEMATU JAYA,"420"
"4747",BENGKULU,SELUMA,ULU TALO,"63"
"4748",JAWA BARAT,BEKASI,BEKASI TIMUR,"452"
"4749",SULAWESI SELATAN,KEPULAUAN SELAYAR,PASILAMBENA,"458"
"4750",SULAWESI SELATAN,SIDENRENG RAPPANG,WATANG SIDENRENG,"78"
"4751",JAWA TIMUR,LUMAJANG,TEMPURSARI,"391"
"4752",JAWA BARAT,CIREBON,KEDAWUNG,"447"
"4753",BENGKULU,BENGKULU SELATAN,KEDURANG,"178"
"4754",SUMATERA UTARA,MEDAN,MEDAN DENAI,"195"
"4755",BALI,JEMBRANA,MENDOYO,"399"
"4756",KALIMANTAN SELATAN,BANJARMASIN,BANJARMASIN UTARA,"184"
"4757",KALIMANTAN TENGAH,BARITO SELATAN,DUSUN HILIR,"476"
"4758",SULAWESI SELATAN,ENREKANG,ANGGERAJA,"140"
"4759",RIAU,PEKANBARU,RUMBAI,"152"
"4760",KALIMANTAN SELATAN,HULU SUNGAI SELATAN,ANGKINANG,"108"
"4761",BANTEN,TANGERANG,JAMBE,"344"
"4762",NUSA TENGGARA TIMUR,NGADA,WOLOMEZE,"407"
"4763",PAPUA,MERAUKE,NAUKENJERAI,"274"
"4764",MALUKU,AMBON,NUSANIWE,"20"
"4765",JAWA TENGAH,KLATEN,KARANGNONGKO,"465"
"4766",JAWA TENGAH,SEMARANG,BANYUMANIK,"201"
"4767",JAWA TENGAH,JEPARA,MAYONG,"294"
"4768",SULAWESI TENGGARA,KONAWE UTARA,MOLAWE,"477"
"4769",JAWA TIMUR,SIDOARJO,GEDANGAN,"357"
"4770",KALIMANTAN SELATAN,HULU SUNGAI UTARA,SUNGAI TABUKAN,"90"
"4771",JAWA TENGAH,KLATEN,PRAMBANAN,"465"
"4772",JAMBI,SAROLANGUN,LIMUN,"437"
"4773",LAMPUNG,BANDAR LAMPUNG,PANJANG,"336"
"4774",MALUKU,MALUKU BARAT DAYA,KISAR UTARA,"426"
"4775",KALIMANTAN UTARA,BULUNGAN,TANJUNG PALAS TIMUR,"370"
"4777",NUSA TENGGARA TIMUR,SIKKA,NELLE,"170"
"4778",JAWA TENGAH,PEKALONGAN,SRAGI,"309"
"4779",JAWA TENGAH,MAGELANG,BANDONGAN,"318"
"4780",NUSA TENGGARA BARAT,LOMBOK TENGAH,PRAYA BARAT DAYA,"444"
"4781",KALIMANTAN BARAT,SANGGAU,KAPUAS,"103"
"4783",SULAWESI TENGAH,BANGGAI KEPULAUAN,TINANGKUNG UTARA,"226"
"4784",ACEH,ACEH BESAR,KUTA COT GLIE,"310"
"4785",BENGKULU,SELUMA,SELUMA BARAT,"63"
"4786",RIAU,KAMPAR,KAMPAR UTARA,"311"
"4787",ACEH,ACEH SELATAN,TRUMON,"149"
"4788",SULAWESI TENGGARA,BAUBAU,BATUPOARO,"153"
"4789",JAWA TENGAH,SUKOHARJO,GATAK,"203"
"4790",KALIMANTAN BARAT,SANGGAU,BEDUWAI,"103"
"4791",BANTEN,SERANG,BOJONEGARA,"198"
"4792",SULAWESI TENGGARA,MUNA,TOWEA,"388"
"4793",KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,SIMPANG RENGGIANG,"485"
"4794",BENGKULU,KEPAHIANG,UJAN MAS,"363"
"4795",BENGKULU,KEPAHIANG,BERMANI ILIR,"363"
"4796",RIAU,ROKAN HILIR,TANJUNG MEDAN,"291"
"4797",DAERAH ISTIMEWA YOGYAKARTA,GUNUNG KIDUL,PLAYEN,"307"
"4798",SUMATERA UTARA,TAPANULI SELATAN,MARANCAR,"166"
"4799",PAPUA,TOLIKARA,KUBU,"141"
"4800",RIAU,PELALAWAN,TELUK MERANTI,"494"
"4801",SUMATERA SELATAN,PAGAR ALAM,DEMPO UTARA,"131"
"4802",SUMATERA SELATAN,MUSI RAWAS,JAYALOKA,"6"
"4803",ACEH,ACEH JAYA,INDRA JAYA,"374"
"4804",SULAWESI SELATAN,BONE,DUA BOCCOE,"248"
"4805",JAWA TIMUR,NGAWI,BRINGIN,"315"
"4806",JAWA TENGAH,BANYUMAS,KEMRANJEN,"341"
"4807",PAPUA,NABIRE,NAPAN,"12"
"4808",JAWA TENGAH,DEMAK,GUNTUR,"189"
"4809",JAWA TIMUR,MOJOKERTO,TROWULAN,"434"
"4810",JAWA BARAT,CIAMIS,JATINAGARA,"440"
"4811",SUMATERA UTARA,ASAHAN,MERANTI,"409"
"4812",PAPUA,WAROPEN,UREI FAISEI,"326"
"4813",DAERAH ISTIMEWA YOGYAKARTA,GUNUNG KIDUL,PALIYAN,"307"
"4814",KALIMANTAN BARAT,SEKADAU,SEKADAU HULU,"432"
"4815",ACEH,ACEH SINGKIL,SINGKOHOR,"125"
"4816",JAWA TENGAH,KARANGANYAR,JUMAPOLO,"268"
"4817",LAMPUNG,TANGGAMUS,KOTA AGUNG,"496"
"4818",JAMBI,BUNGO,RIMBO TENGAH,"86"
"4819",JAWA TIMUR,PASURUAN,KEJAYAN,"183"
"4820",MALUKU UTARA,HALMAHERA SELATAN,KAYOA BARAT,"97"
"4821",NUSA TENGGARA TIMUR,SUMBA BARAT,WANOKAKA,"406"
"4822",PAPUA BARAT,SORONG,SORONG BARAT,"55"
"4823",JAWA BARAT,BEKASI,CIBARUSAH,"452"
"4824",ACEH,PIDIE,PEUKAN BARO,"273"
"4825",BANTEN,LEBAK,WANASALAM,"338"
"4826",JAWA TENGAH,PURWOREJO,KEMIRI,"182"
"4827",JAWA TIMUR,SITUBONDO,SUMBERMALANG,"360"
"4828",SULAWESI SELATAN,LUWU TIMUR,WOTU,"262"
"4829",KEPULAUAN RIAU,KARIMUN,BURU,"401"
"4830",JAWA TENGAH,KLATEN,MANISRENGGO,"465"
"4831",SULAWESI SELATAN,BONE,BONTOCANI,"248"
"4832",JAWA TENGAH,BANJARNEGARA,MANDIRAJA,"380"
"4833",PAPUA BARAT,RAJA AMPAT,WAIGEO BARAT KEPULAUAN,"319"
"4834",JAWA TENGAH,JEPARA,MLONGGO,"294"
"4835",GORONTALO,GORONTALO,ASPARAGA,"53"
"4836",JAWA TIMUR,NGANJUK,TANJUNGANOM,"473"
"4837",BANTEN,TANGERANG,KARAWACI,"344"
"4838",KALIMANTAN BARAT,KAPUAS HULU,JONGKONG,"410"
"4839",JAWA TENGAH,PATI,JAKENAN,"87"
"4840",PAPUA,YAHUKIMO,SOBAHAM,"397"
"4841",SULAWESI SELATAN,BONE,TANETE RIATTANG BARAT,"248"
"4842",PAPUA,JAYAWIJAYA,WALAIK,"181"
"4843",SULAWESI TENGGARA,BOMBANA,POLEANG TIMUR,"92"
"4844",PAPUA,JAYAWIJAYA,WAMENA,"181"
"4845",JAWA TENGAH,BLORA,BANJAREJO,"295"
"4846",SULAWESI SELATAN,LUWU TIMUR,TOWUTI,"262"
"4847",JAWA BARAT,BANDUNG BARAT,SINDANGKERTA,"187"
"4848",JAWA TIMUR,MALANG,KASEMBON,"39"
"4849",LAMPUNG,LAMPUNG UTARA,KOTABUMI SELATAN,"240"
"4850",MALUKU,SERAM BAGIAN TIMUR,TELUK WARU,"277"
"4851",SUMATERA SELATAN,LUBUKLINGGAU,LUBUK LINGGAU SELATAN II,"134"
"4852",LAMPUNG,LAMPUNG UTARA,ABUNG TENGAH,"240"
"4853",RIAU,PEKANBARU,PEKANBARU KOTA,"152"
"4854",JAWA TIMUR,BANYUWANGI,MUNCAR,"331"
"4855",SUMATERA UTARA,TAPANULI UTARA,SIATAS BARITA,"243"
"4856",MALUKU,TUAL,KUR SELATAN,"276"
"4857",BANTEN,SERANG,KRAGILAN,"198"
"4858",RIAU,KUANTAN SINGINGI,SINGINGI HILIR,"93"
"4859",JAWA BARAT,INDRAMAYU,CANTIGI,"293"
"4860",SULAWESI UTARA,MANADO,TIKALA,"414"
"4861",JAWA TIMUR,BANYUWANGI,TEGALDLIMO,"331"
"4862",JAWA TIMUR,PONOROGO,SOOKO,"18"
"4863",JAWA TENGAH,PATI,SUKOLILO,"87"
"4864",ACEH,BANDA ACEH,ULEE KARENG,"469"
"4865",SUMATERA UTARA,ASAHAN,AIR JOMAN,"409"
"4866",GORONTALO,GORONTALO UTARA,ANGGREK,"52"
"4867",LAMPUNG,PESAWARAN,TELUK PANDAN,"278"
"4868",JAWA BARAT,BOGOR,KEMANG,"69"
"4869",SULAWESI TENGGARA,KONAWE,ONEMBUTE,"174"
"4870",SULAWESI TENGAH,TOJO UNA-UNA,BATUDAKA,"171"
"4871",KALIMANTAN TENGAH,BARITO SELATAN,DUSUN SELATAN,"476"
"4872",SULAWESI TENGGARA,KOLAKA UTARA,KODEOHA,"65"
"4873",SULAWESI SELATAN,LUWU,WALENRANG,"292"
"4874",JAWA TENGAH,DEMAK,DEMPET,"189"
"4875",MALUKU,AMBON,TELUK AMBON,"20"
"4876",ACEH,ACEH TIMUR,PANTE BIDARI,"486"
"4877",PAPUA BARAT,SORONG,MAKBON,"55"
"4878",KALIMANTAN SELATAN,KOTA BARU,PULAU SEBUKU,"373"
"4879",PAPUA,PEGUNUNGAN BINTANG,OKBI,"304"
"4880",JAWA BARAT,CIAMIS,BANJARSARI,"440"
"4881",DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,"29"
"4882",JAWA TIMUR,JEMBER,ARJASA,"26"
"4883",SULAWESI TENGAH,TOJO UNA-UNA,AMPANA TETE,"171"
"4884",JAWA TENGAH,BREBES,TONJONG,"107"
"4885",JAWA TIMUR,PROBOLINGGO,TONGAS,"466"
"4886",JAWA TENGAH,KARANGANYAR,KERJO,"268"
"4887",NUSA TENGGARA TIMUR,ALOR,PANTAR BARAT,"267"
"4888",JAWA TENGAH,PATI,TAYU,"87"
"4889",JAWA TENGAH,KARANGANYAR,KARANGANYAR,"268"
"4890",KALIMANTAN BARAT,SINTANG,KAYAN HULU,"7"
"4891",SUMATERA UTARA,MEDAN,MEDAN TIMUR,"195"
"4892",KALIMANTAN SELATAN,TAPIN,BUNGUR,"367"
"4893",SULAWESI TENGAH,DONGGALA,DAMPELAS,"372"
"4894",KALIMANTAN BARAT,PONTIANAK,PONTIANAK SELATAN,"392"
"4895",NUSA TENGGARA TIMUR,KUPANG,AMARASI SELATAN,"468"
"4896",KALIMANTAN SELATAN,TANAH BUMBU,SUNGAI LOBAN,"31"
"4897",SUMATERA UTARA,SERDANG BEDAGAI,SEI RAMPAH,"231"
"4898",SUMATERA UTARA,SAMOSIR,SIANJUR MULA MULA,"147"
